Date,Open,High,Low,Close,Volume
7/6/2020,92.5,93.94499969,92.46749878,93.46250153,118655600
7/7/2020,93.85250092,94.65499878,93.05750275,93.17250061,112424400
7/8/2020,94.18000031,95.375,94.08999634,95.34249878,117092000
7/9/2020,96.26249695,96.31749725,94.67250061,95.75250244,125642800
7/10/2020,95.33499908,95.98000336,94.70500183,95.91999817,90257200
7/13/2020,97.26499939,99.95500183,95.25749969,95.47750092,191649200
7/14/2020,94.83999634,97.25499725,93.87750244,97.05750275,170989200
7/15/2020,98.98999786,99.24749756,96.48999786,97.72499847,153198000
7/16/2020,96.5625,97.40499878,95.90499878,96.52249908,110577600
7/17/2020,96.98750305,97.14749908,95.83999634,96.32749939,92186800
7/20/2020,96.41750336,98.5,96.0625,98.35749817,90318000
7/21/2020,99.17250061,99.25,96.74250031,97,103433200
7/22/2020,96.69249725,97.97499847,96.60250092,97.27249908,89001600
7/23/2020,96.99749756,97.07749939,92.01000214,92.84500122,197004400
7/24/2020,90.98750305,92.97000122,89.14499664,92.61499786,185438800
7/27/2020,93.70999908,94.90499878,93.48000336,94.80999756,121214000
7/28/2020,94.36750031,94.55000305,93.24749756,93.25250244,103625600
7/29/2020,93.75,95.23000336,93.71250153,95.04000092,90329200
7/30/2020,94.1875,96.29750061,93.76750183,96.19000244,158130000
7/31/2020,102.8850021,106.4150009,100.8249969,106.2600021,374336800
8/3/2020,108.1999969,111.6374969,107.8925018,108.9375,308151200
8/4/2020,109.1324997,110.7900009,108.3874969,109.6650009,173071600
8/5/2020,109.3775024,110.3925018,108.8974991,110.0625,121776800
8/6/2020,110.4049988,114.4124985,109.7975006,113.9024963,202428800
8/7/2020,113.2050018,113.6750031,110.2925034,111.1125031,198045600
8/10/2020,112.5999985,113.7750015,110,112.7275009,212403600
8/11/2020,111.9700012,112.4824982,109.1074982,109.375,187902400
8/12/2020,110.4974976,113.2750015,110.2975006,113.0100021,165598000
8/13/2020,114.4300003,116.0425034,113.9274979,115.0100021,210082000
8/14/2020,114.8300018,115,113.0449982,114.9075012,165565200
8/17/2020,116.0625,116.0875015,113.9625015,114.6074982,119561600
8/18/2020,114.3525009,116,114.0074997,115.5625,105633600
8/19/2020,115.9824982,117.1624985,115.6100006,115.7074966,145538000
8/20/2020,115.75,118.3925018,115.7324982,118.2750015,126907200
8/21/2020,119.2624969,124.8675003,119.25,124.3700027,338054800
8/24/2020,128.6974945,128.7850037,123.9375,125.8574982,345937600
8/25/2020,124.6975021,125.1800003,123.0524979,124.8249969,211495600
8/26/2020,126.1800003,126.9925003,125.0824966,126.5224991,163022400
8/27/2020,127.1425018,127.4850006,123.8324966,125.0100021,155552400
8/28/2020,126.0124969,126.4424973,124.5774994,124.8075027,187630000
8/31/2020,127.5800018,131,126,129.0399933,225702700
9/1/2020,132.7599945,134.8000031,130.5299988,134.1799927,151948100
9/2/2020,137.5899963,137.9799957,127,131.3999939,200119000
9/3/2020,126.9100037,128.8399963,120.5,120.8799973,257599600
9/4/2020,120.0699997,123.6999969,110.8899994,120.9599991,332607200
9/8/2020,113.9499969,118.9899979,112.6800003,112.8199997,231366600
9/9/2020,117.2600021,119.1399994,115.2600021,117.3199997,176940500
9/10/2020,120.3600006,120.5,112.5,113.4899979,182274400
9/11/2020,114.5699997,115.2300034,110,112,180860300
9/14/2020,114.7200012,115.9300003,112.8000031,115.3600006,140150100
9/15/2020,118.3300018,118.8300018,113.6100006,115.5400009,184642000
9/16/2020,115.2300034,116,112.0400009,112.1299973,154679000
9/17/2020,109.7200012,112.1999969,108.7099991,110.3399963,178011000
9/18/2020,110.4000015,110.8799973,106.0899963,106.8399963,287104900
9/21/2020,104.5400009,110.1900024,103.0999985,110.0800018,195713800
9/22/2020,112.6800003,112.8600006,109.1600037,111.8099976,183055400
9/23/2020,111.6200027,112.1100006,106.7699966,107.1200027,150718700
9/24/2020,105.1699982,110.25,105,108.2200012,167743300
9/25/2020,108.4300003,112.4400024,107.6699982,112.2799988,149981400
9/28/2020,115.0100021,115.3199997,112.7799988,114.9599991,137672400
9/29/2020,114.5500031,115.3099976,113.5699997,114.0899963,99382200
9/30/2020,113.7900009,117.2600021,113.6200027,115.8099976,142675200
10/1/2020,117.6399994,117.7200012,115.8300018,116.7900009,116120400
10/2/2020,112.8899994,115.3700027,112.2200012,113.0199966,144712000
10/5/2020,113.9100037,116.6500015,113.5500031,116.5,106243800
10/6/2020,115.6999969,116.1200027,112.25,113.1600037,161498200
10/7/2020,114.6200027,115.5500031,114.1299973,115.0800018,96849000
10/8/2020,116.25,116.4000015,114.5899963,114.9700012,83477200
10/9/2020,115.2799988,117,114.9199982,116.9700012,100506900
10/12/2020,120.0599976,125.1800003,119.2799988,124.4000015,240226800
10/13/2020,125.2699966,125.3899994,119.6500015,121.0999985,262330500
10/14/2020,121,123.0299988,119.6200027,121.1900024,150712000
10/15/2020,118.7200012,121.1999969,118.1500015,120.7099991,112559200
10/16/2020,121.2799988,121.5500031,118.8099976,119.0199966,115393800
10/19/2020,119.9599991,120.4199982,115.6600037,115.9800034,120639300
10/20/2020,116.1999969,118.9800034,115.6299973,117.5100021,124423700
10/21/2020,116.6699982,118.7099991,116.4499969,116.8700027,89946000
10/22/2020,117.4499969,118.0400009,114.5899963,115.75,101988000
10/23/2020,116.3899994,116.5500031,114.2799988,115.0400009,82572600
10/26/2020,114.0100021,116.5500031,112.8799973,115.0500031,111850700
10/27/2020,115.4899979,117.2799988,114.5400009,116.5999985,92276800
10/28/2020,115.0500031,115.4300003,111.0999985,111.1999969,143937800
10/29/2020,112.3700027,116.9300003,112.1999969,115.3199997,146129200
10/30/2020,111.0599976,111.9899979,107.7200012,108.8600006,190272600
11/2/2020,109.1100006,110.6800003,107.3199997,108.7699966,122866900
11/3/2020,109.6600037,111.4899979,108.7300034,110.4400024,107624400
11/4/2020,114.1399994,115.5899963,112.3499985,114.9499969,138235500
11/5/2020,117.9499969,119.6200027,116.8700027,119.0299988,126387100
11/6/2020,118.3199997,119.1999969,116.1299973,118.6900024,114457900
11/9/2020,120.5,121.9899979,116.0500031,116.3199997,154515300
11/10/2020,115.5500031,117.5899963,114.1299973,115.9700012,138023400
11/11/2020,117.1900024,119.6299973,116.4400024,119.4899979,112295000
11/12/2020,119.6200027,120.5299988,118.5699997,119.2099991,103162300
11/13/2020,119.4400024,119.6699982,117.8700027,119.2600021,81581900
11/16/2020,118.9199982,120.9899979,118.1500015,120.3000031,91183000
11/17/2020,119.5500031,120.6699982,118.9599991,119.3899994,74271000
11/18/2020,118.6100006,119.8199997,118,118.0299988,76322100
11/19/2020,117.5899963,119.0599976,116.8099976,118.6399994,74113000
11/20/2020,118.6399994,118.7699966,117.2900009,117.3399963,73604300
11/23/2020,117.1800003,117.6200027,113.75,113.8499985,127959300
11/24/2020,113.9100037,115.8499985,112.5899963,115.1699982,113874200
11/25/2020,115.5500031,116.75,115.1699982,116.0299988,76499200
11/27/2020,116.5699997,117.4899979,116.2200012,116.5899963,46691300
11/30/2020,116.9700012,120.9700012,116.8099976,119.0500031,169410200
12/1/2020,121.0100021,123.4700012,120.0100021,122.7200012,127728200
12/2/2020,122.0199966,123.3700027,120.8899994,123.0800018,89004200
12/3/2020,123.5199966,123.7799988,122.2099991,122.9400024,78967600
12/4/2020,122.5999985,122.8600006,121.5199966,122.25,78260400
12/7/2020,122.3099976,124.5699997,122.25,123.75,86712000
12/8/2020,124.3700027,124.9800034,123.0899963,124.3799973,82225500
12/9/2020,124.5299988,125.9499969,121,121.7799988,115089200
12/10/2020,120.5,123.8700027,120.1500015,123.2399979,81312200
12/11/2020,122.4300003,122.7600021,120.5500031,122.4100037,86939800
12/14/2020,122.5999985,123.3499985,121.5400009,121.7799988,79184500
12/15/2020,124.3399963,127.9000015,124.1299973,127.8799973,157243700
12/16/2020,127.4100037,128.3699951,126.5599976,127.8099976,98208600
12/17/2020,128.8999939,129.5800018,128.0399933,128.6999969,94359800
12/18/2020,128.9600067,129.1000061,126.1200027,126.6600037,192541500
12/21/2020,125.0199966,128.3099976,123.4499969,128.2299957,121251600
12/22/2020,131.6100006,134.4100037,129.6499939,131.8800049,168904800
12/23/2020,132.1600037,132.4299927,130.7799988,130.9600067,88223700
12/24/2020,131.3200073,133.4600067,131.1000061,131.9700012,54930100
12/28/2020,133.9900055,137.3399963,133.5099945,136.6900024,124486200
12/29/2020,138.0500031,138.7899933,134.3399963,134.8699951,121047300
12/30/2020,135.5800018,135.9900055,133.3999939,133.7200012,96452100
